Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq,t_score,chi_square,likelihood_ratio
nina,alexandrovna,93,242,67,8.183764546372604,345168.7648885713,1079.0960030532412
twenty,year,188,871,64,7.988176739221098,43176.56105895919,731.1094070915808
tell,lie,2482,568,64,7.898208532086881,4902.705446360095,433.8782081336257
marya,timofyevna,125,64,63,7.93667173485264,858768.581371056,1112.6119536268677
last,day,1586,1711,62,7.674936598476976,2329.897624704136,337.49961992485584
aglaya,ivanovna,480,635,59,7.6582243970490325,19653.593667223264,575.9835562325866
right,hand,927,1662,59,7.56528508759105,3794.3780874170006,382.4128465769575
utter,word,169,1439,58,7.5973278470595895,23831.478098419957,605.5504488503119
gavrila,ardalionovitch,61,67,58,7.615463119997929,1424835.5521528055,1154.5944845676122
good,thing,1595,1295,56,7.323878294959789,2517.610593657279,323.3568555595108
cry,mitya,1704,911,56,7.363490389472475,3386.228470867845,354.6489998647381
ivan,fyodorovitch,797,327,55,7.395899424597577,19984.22714411971,543.2594549292886
wave,hand,101,1662,53,7.266791070500111,28864.070238131237,596.8705990412502
raise,head,265,804,52,7.194035774384958,21867.309703149233,535.9527634625625
general,epanchin,935,204,52,7.195823676630524,24438.31959348832,539.4734728264186
tell,everything,2482,811,52,7.049862765717243,2222.75085951666,294.62477121172543
clasp,hand,61,1662,51,7.133228179960132,44312.91332860678,654.3428041967039
dear,fellow,480,375,51,7.126869189773746,24914.03067376165,535.7425508242306
turn,pale,1279,238,51,7.11680697632178,14690.676558352474,478.74396667349254
sofya,matveyevna,135,51,51,7.140871537659931,653909.159532552,885.1195222613562
tell,truth,2482,328,50,7.004564714933412,5216.815003317787,368.5875481602249
kiss,hand,308,1662,50,7.029251282479339,8355.167380202522,422.1387763795013
sit,beside,1134,231,49,6.978383854954292,15769.920486228939,470.90006897704507
ask,prince,1621,1984,49,6.734614070026494,1196.3150674080057,227.80456935651333
darya,pavlovna,62,59,49,6.9996981460158,1136212.993365028,944.4288510394622
praskovya,ivanovna,73,635,48,6.924338428552276,85950.80973374152,665.6179211793119
day,yesterday,1711,385,48,6.8732818590501,5959.468856061375,370.49460932410653
oh,dear,1118,480,48,6.883461407456919,7337.036992963742,390.7593120021843
whole,world,889,429,47,6.823520852988859,9933.552687268655,413.0618476358012
eye,fix,1211,159,47,6.839431136383516,19767.206600785008,476.42082713408496
face,look,1410,2970,47,6.502814542721177,821.6252570842797,191.145558769726
talk,nonsense,1065,277,46,6.757205235246925,12325.695178487227,425.37869222383864
von,lembke,74,127,46,6.781529581842033,389696.45999338664,777.6939762437182
little,child,1465,758,45,6.61258325315891,3067.5859349890475,295.2031465031463
good,deal,1595,250,45,6.673868249511977,8701.9347821743,386.47052579678984
face,hand,1410,1662,45,6.506416029737458,1407.326251347304,229.42206545469466
gentleman,jury,637,62,44,6.629810391774662,84775.9215317913,580.840290452739
put,hand,1071,1662,44,6.478244689215765,1795.9557423926906,246.36839083793228
last,word,1586,1439,44,6.434507931187872,1381.872993195042,224.48695728558948
begin,talk,1745,1065,44,6.471415512279045,1716.5440675764357,241.9808925582212
look,straight,2970,290,44,6.558246455408314,3803.84178009442,308.0796522833038
eye,flash,1211,142,43,6.542290726089925,18528.676353586183,437.79986478792586
thou,didst,169,50,43,6.556694180232427,378730.560383949,707.2060643342019
next,morning,356,497,43,6.5418529284537374,18005.797847371465,439.2090041193232
middle,room,123,1129,42,6.468363405758004,21907.24718673911,458.3336083939642
last,month,1586,356,42,6.4304161614999495,5325.041770012201,325.8374291770425
next,room,356,1129,41,6.366866285997077,7158.798256264649,347.58376198980426
mother,sister,762,314,41,6.381539640533599,12080.889960029976,387.2983026292342
hold,tongue,550,100,41,6.398162634420918,52829.982424305956,508.544697996365
hide,face,217,1410,41,6.375522388822657,9429.427141700178,373.19930712281854
lef,nicolaievitch,43,41,41,6.402965195503575,1650602.7917160396,857.1844378468182
whole,life,889,1043,41,6.31947819605205,3057.095286340445,276.65441541765455
ippolit,kirillovitch,43,41,41,6.402965195503575,1650602.7917160396,857.1844378468182
whole,truth,889,328,41,6.376819442060939,9898.405496989793,370.8147916820911
cry,prince,1704,1984,40,6.015787157341512,741.2802103935986,166.33089316606976
trifon,borissovitch,45,39,39,6.24483566941506,1500300.5343470774,799.3194088939572
new,life,511,1043,39,6.195700582309291,4862.82891304974,303.2739983663243
agrafena,alexandrovna,41,242,39,6.244080261547871,265308.4526169734,676.2985532049707
many,year,532,871,39,6.202138337049621,5604.88189932528,313.9929548267393
quarter,hour,105,508,39,6.240064307246701,49287.69121584074,495.93939628518984
commit,murder,103,412,39,6.241072874331781,61972.272556505435,514.1489648782556
arina,prohorovna,44,44,39,6.244818927793418,1360027.541407552,794.09461146106
eye,look,1211,2970,38,5.827390610756623,621.1264341567597,150.11934855083982
return,home,331,469,38,6.149867443405921,16027.397886090286,388.4372878858448
whole,town,889,549,37,6.036415224348934,4782.275359000681,289.0039896449722
semyon,yakovlevitch,51,37,37,6.082583336782806,1255898.9814821482,735.8083227984971
pyotr,alexandrovitch,834,55,37,6.078406617976002,51594.24132048428,463.6012881623614
write,letter,602,544,37,6.051663576415979,7163.159725251229,319.10426473535057
shrug,shoulder,37,175,36,5.999376638790146,346436.57146217494,653.1727260992265
thank,god,158,803,36,5.987785586078914,17612.098193083773,383.1978075009597
enter,room,276,1129,36,5.97000125923778,7128.48222219772,314.70927273909587
sort,thing,699,1295,36,5.912854102862397,2407.124933480162,235.5780523084962
new,idea,511,798,36,5.960742395763416,5430.354286705125,293.1505669871835
expression,face,318,1410,36,5.956833559957626,4932.146272827328,287.97865257848457
prince,muishkin,1984,129,36,5.9753605290184995,8694.569817321015,324.5994181688739
begin,speak,1745,1198,36,5.79874241809852,1002.4590372326586,175.5488390389539
dear,boy,480,461,36,5.978696931503241,10067.512200189723,337.13442772388487
something,sort,1444,699,35,5.817528655396067,2031.6527778327486,218.63308353871835
wait,bit,639,158,35,5.9062220926958275,20935.261761762402,379.8657229304923
little,girl,1465,465,35,5.849566588577712,3043.5020151091903,245.77324090308034
burst,tear,159,449,35,5.90910933505365,29635.84939281634,410.4684012884811
point,view,586,164,34,5.821431537345075,20756.101712696658,370.5067976559617
time,time,2625,2625,34,5.148345412284819,226.414587295346,86.16679808687282
tell,something,2482,1444,34,5.47590905122101,492.460212317732,126.86475651355346
open,eye,682,1211,34,5.749135505307389,2355.6146019090615,224.74993220799198
loud,voice,110,588,34,5.8245444953289995,30873.195926482633,407.16686634721594
general,ivolgin,935,49,34,5.82641332018792,43613.662085731834,420.06856498911725
good,god,1595,803,34,5.704073397790791,1495.2769664299606,194.46239285410667
thousand,franc,614,50,33,5.741475674775084,61343.89831962191,432.7418523066749
father,ferapont,1140,35,33,5.740550588774462,47184.23191969761,414.6118938129304
wait,minute,639,677,33,5.701063192285097,4292.248637082406,258.5036020962989
ilya,petrovitch,40,331,33,5.743231327119743,142327.0087052496,528.0104520487516
ivan,fedorovitch,797,34,33,5.741837866054893,69506.80087667397,440.5546407263217
pale,face,238,1410,32,5.622587545583286,5218.853547333985,267.65789976717326
press,hand,128,1662,32,5.635131377083998,8269.244423435972,300.9339351100783
young,fellow,776,375,32,5.6271396930898945,6028.109479230808,273.59557953921507
ivan,petrovitch,797,331,32,5.629916421379423,6656.045881265518,279.8087930049965
brother,ivan,548,797,32,5.612256274247968,3995.1660576112286,248.32912519244778
seem,strange,1349,548,31,5.491070093786421,2188.930180979758,205.21759511732242
alexis,ivanovitch,32,82,31,5.56749213392571,633965.8086803405,608.4719979752123
brother,dmitri,548,427,31,5.543488267291388,7048.038606373503,277.02866966401996
cry,alyosha,1704,1239,31,5.348730480359744,727.2286411565336,141.5653532942645
last,week,1586,199,31,5.535020744916338,5209.459774260599,257.4019552258153
begin,look,1745,2970,31,5.030086340371075,262.0049166907686,89.36433728776746
great,thing,1202,1295,31,5.406274732432567,1007.7027171135065,160.05810672061028
law,nature,141,225,30,5.47387983454151,49052.2452757301,390.95981897207264
second,time,304,2625,30,5.393067941415702,1892.9489202680986,194.43431649058851
last,moment,1586,1301,30,5.259619455956965,696.3028458891682,136.45066241893005
poor,woman,422,1047,30,5.4306294548763345,3466.6597042140656,228.66960911783994
whole,day,889,1711,30,5.316811528418389,965.2076692872697,154.55848745135748
shake,head,194,804,30,5.460776237878726,9929.353829612237,293.5352032399509
beg,pardon,317,72,30,5.47481854017684,68205.23400406225,406.7545458446416
alexey,yegorytch,226,31,30,5.476486717431042,222333.01004175137,478.83848683087405
old,friend,1356,606,30,5.390564726388154,1836.5646461213605,190.3782538346243
thousand,year,614,871,30,5.420825828782602,2853.739880074718,216.63141956566983
marfa,ignatyevna,143,45,30,5.476546935487191,242066.71700377532,486.55378088799085
young,girl,776,465,30,5.4391711383083035,4258.148239850902,239.73601611545865
third,time,156,2625,29,5.341240374696365,3497.655944459143,227.06360645089867
nothing,nothing,1567,1567,29,5.121780287761864,536.3529112069472,120.35725074293681
send,letter,591,544,29,5.3506791399145,4470.727334122794,236.7499729293489
alexey,nilitch,226,29,28,5.290787173142722,207033.6443106705,446.5158588282973
cry,pyotr,1704,834,28,5.136368305556098,899.8776257220541,143.733542628973
kill,father,432,1140,28,5.237742427309043,2700.265433875275,203.3897457308078
change,mind,330,851,28,5.260846604602906,4777.212474560425,235.2005327536029
grigory,vassilyevitch,188,29,28,5.290907469874959,248892.18803552998,457.596104083487
old,day,1356,1711,28,5.038233680922797,530.3391578000294,117.41520408854913
raise,hand,265,1662,27,5.147191875539091,2811.747615375257,201.19821509852153
forty,year,87,871,27,5.187728647344565,16600.822582733483,302.4020051306229
previous,day,81,1711,27,5.180745908181062,9052.365267923318,270.64425719671254
alyosha,look,1239,2970,27,4.787082899096682,291.08957614998036,88.01138826305939
peasant,woman,259,1047,27,5.166007386135409,4600.193633038369,227.27990801695302
burst,laugh,159,1027,27,5.177999902150291,7674.8345264567015,256.4963283733391
pay,attention,324,145,27,5.190929875409829,26809.56851646213,321.1101714228141
want,tell,1315,2482,27,4.8333276772037514,334.5626545527642,93.98872730158176
rise,seat,287,192,27,5.190026768252757,22849.072879485804,312.81352794015993
murder,father,412,1140,27,5.143940289578438,2633.3117850840113,196.73597646793942
straight,face,290,1410,27,5.150696918456678,3032.685628798233,204.92698537520633
sick,man,120,2546,27,5.162189190477612,4076.9999070395197,224.50512359896084
ask,forgiveness,1621,63,27,5.1847998855080055,12304.187657884162,277.3848087199016
cry,ivan,1704,797,26,4.945171288865314,810.5071734818596,131.98763666767388
mlle,polina,141,149,26,5.096639551945749,55652.48431406101,351.96480814421096
rest,life,310,1043,26,5.062391735053299,3567.693944182032,207.25843268439723
turn,head,1279,804,26,4.982528836214843,1086.6636633175247,146.20385301800883
marya,kondratyevna,125,26,26,5.098651343982006,360038.849877304,449.7033690114693
good,lord,1595,121,26,5.077156469275128,6011.974564625471,232.14978185606947
short,time,273,2625,26,5.01783811441591,1581.4790158333283,166.59448910199484
ring,bell,107,88,26,5.097952841268139,124235.94681536361,395.46823237604156
put,question,1071,897,26,4.990190049324814,1166.7407176863692,149.76465588235334
begin,feel,1745,533,26,4.993656734379914,1206.8042396689461,151.1764719447509
sort,man,699,2546,26,4.897415045745972,606.6250551078354,118.94605223756419
ask,look,1621,2970,26,4.553633443116355,193.86471381728578,70.13273302028716
stand,face,1039,1410,26,4.933061114178684,747.6880301805729,128.4103448746201
princess,bielokonski,54,31,26,5.098829877922494,699049.1096885809,493.59296300138806
dear,prince,480,1984,25,4.8899818970128335,1086.7267433207153,143.19618799543784
hear,word,1132,1439,25,4.811813498797948,615.1756103471693,116.38528440288827
many,thing,532,1295,25,4.92040924072583,1520.932035138723,158.96720894590197
state,mind,248,851,25,4.975618383947376,5076.935476557576,218.99687028077008
last,minute,1586,677,25,4.875956760778324,958.3333393322647,136.4454276843369
lebedeff,nephew,375,49,25,4.997877202366443,58834.568437117414,339.94771972841875
oh,god,1118,803,25,4.896285710654885,1155.7526890335034,145.35509886053936
ask,alyosha,1621,1239,25,4.767974579570542,489.8942010179985,106.19016254685317
till,moment,389,1301,24,4.839307219795396,1922.6466700912788,165.640860358442
captain,lebyadkin,258,141,24,4.89469020505598,27363.4965202719,292.29514762448696
left,hand,152,1662,24,4.869192933264047,3899.414021751616,201.18302656021294
stand,look,1039,2970,24,4.535133466617109,276.9288095284952,80.84675881227025
think,something,2317,1444,24,4.504486888693746,251.97497894463248,76.99696912562227
raskolnikov,look,782,2970,24,4.62513195253622,382.68817501201494,93.78937230788716
drop,eye,255,1211,24,4.862568707953325,3181.3186292106498,189.9485461980028
man,look,2546,2970,24,4.007399154243176,88.2409847443409,42.669462283614614
wait,till,639,389,24,4.869670816982464,3963.7726784783767,198.89646671844594
look,face,2970,1410,24,4.405213473325318,192.5388378087823,67.14180572065185
spend,night,216,587,24,4.884029613267943,7816.72287000924,232.92135220366401
hear,something,1132,1444,24,4.706245079152979,562.9832179853252,109.664122908307
nikodim,fomitch,24,26,24,4.89890591057492,1597988.30805275,533.0991501797222
thou,hast,169,33,24,4.898321909080393,178753.26841779583,383.5545525600458
think,nothing,2317,1567,24,4.470883987436592,228.7450798895694,73.39927793095563
investigate,lawyer,31,102,24,4.8986066584462895,315314.00562153885,434.3720331153147
afanasy,ivanovitch,34,82,24,4.8986507562776955,357618.66445118416,436.77197751768335
chief,thing,140,1295,24,4.877602649112146,5452.24072027068,217.40025581059126
many,time,532,2625,24,4.73432006963527,666.8594063875402,117.50042324233456
madame,virginsky,247,109,24,4.895805031248338,36990.037168791205,306.8385231779936
shake,hand,194,1662,24,4.860962438548936,3044.891146292859,188.64614099806732
catch,sight,309,144,23,4.7904722203944745,20535.830224068646,268.4504355284821
head,ache,804,58,23,4.790214950729036,19593.072527146316,265.2065730214408
word,word,1439,1439,23,4.546424360912243,397.4613807910832,92.7196825852117
heart,beat,897,201,23,4.774115723280113,5033.545145445917,203.08107624601212
head,look,804,2970,23,4.508224272044755,338.9027651740204,86.78604382502488
top,voice,81,588,23,4.79009498790751,19182.380035182865,270.8124526502458
walk,room,563,1129,23,4.719273683596444,1395.161797495321,145.98018977806774
dmitri,prokofitch,427,23,23,4.79464863689686,93203.97756987945,337.419535217819
real,life,215,1043,23,4.768822424002627,4038.0911534226043,195.03375237391404
god,bless,803,95,23,4.786643407007472,11959.129913776254,242.59997477760956
open,window,682,340,23,4.767902829482203,3903.624945277847,191.75240091389858
fall,love,272,1234,22,4.6490801856379615,2452.5701561739916,166.37428451865313
need,money,499,993,22,4.629393300705786,1647.2889794944401,148.58139665329827
prince,look,1984,2970,22,3.964747666534065,101.60250525232435,45.0946103877033
black,eye,139,1211,22,4.669685781193836,4933.871139269539,198.40015040461685
young,woman,776,1047,22,4.590358567080985,987.7709473055372,126.8334961822424
chapter,iii,172,53,22,4.689293110219455,91871.72531834806,325.8051651170804
hear,voice,1132,588,22,4.608444112302709,1215.2239681389515,135.248240230295
hear,nothing,1132,1567,22,4.471964107331987,429.3906905761952,93.37601901800677
whole,thing,889,1295,22,4.548636912760759,684.4826476989504,111.80291013153483
day,night,1711,587,22,4.566727630347924,790.8489436125867,117.3922489137045
raise,eye,265,1211,22,4.650894577543989,2567.1686654180935,168.38259556135137
honest,man,106,2546,22,4.657180109919729,3060.9288365920206,178.95145583029495
time,life,2625,1043,22,4.353242187589901,263.6231055674114,75.16016409265528
head,clerk,804,136,22,4.6769498758505295,7619.068940518316,214.26758048461235
something,seem,1444,1349,22,4.4505219432416885,387.2702892040205,89.36940166591127
chapter,ii,172,56,22,4.689229564015457,86947.66918501395,323.38305480620187
andrey,semyonovitch,142,25,21,4.582128218739643,215017.6769801711,349.10889111862014
everything,everything,811,811,21,4.499670200760518,1119.1484623791637,127.80610469594914
round,neck,493,81,21,4.577542154746995,19076.59282091754,245.13517476622246
sum,money,128,993,21,4.566554281721046,5964.665233915928,199.3294716841568
clock,morning,193,497,21,4.570484887594194,7917.3327915542895,209.84943016675166
flash,mind,142,851,21,4.5673436045564895,6275.921592147831,201.06785960287905
flush,crimson,129,58,21,4.58163259156159,101997.81266185871,318.1491283741486
high,road,285,111,21,4.578588114646151,24091.47318092773,255.58763358369296
poor,knight,422,34,21,4.5807671347445735,53168.34045959532,288.2529420324352
cover,blood,153,221,21,4.578313578533791,22536.96390197951,254.2283270547396
lay,hand,414,1662,21,4.4958449723850435,1067.9706986755277,126.4613906399242
different,matter,259,609,21,4.562693759446829,4798.368836476297,188.4067665881818
read,letter,561,544,21,4.544107362120937,2459.820688734083,159.90312343677252
varvara,ardalionovna,474,23,21,4.581201501798381,69987.52803647458,299.6667578159789
elbow,table,55,520,21,4.5789706752985895,26652.486660135597,267.51723673668243
dmitri,karamazov,427,168,21,4.573533398098061,10600.70127307538,220.70928662474932
governor,wife,91,408,21,4.577895723982611,20520.988640891374,252.54443399333593
arm,round,291,493,21,4.564492235687026,5279.746614873915,192.17788353745635
side,side,427,427,21,4.5595931904423175,4145.381320141572,181.65234671637793
play,part,288,524,21,4.563553291930843,5017.074170647564,190.07630481881165
stamp,foot,43,308,21,4.580906293545329,57603.873400686876,303.05804926719105
mihail,makarovitch,25,21,21,4.582509518895698,1454171.0403032566,453.44847169247436
father,house,1140,888,21,4.454973125045789,712.755214296081,109.9435190414003
sign,cross,211,272,21,4.575341454110774,13260.616194389082,231.17279043337834
father,father,1140,1140,21,4.418761584936179,546.2097902820585,99.77738502111492
sleep,night,222,587,21,4.566149662381893,5816.707853306505,196.6968556938269
set,fire,420,253,21,4.569181660383134,7142.908414750414,204.2632770262599
whole,story,889,386,21,4.539321257352203,2183.0355958703594,154.72962783446505
god,sake,803,224,21,4.5599028944037805,4202.576891730101,181.72814120565764
last,hour,1586,508,20,4.368071323947246,819.9574029743025,111.5968237125919
pay,visit,324,290,20,4.4599998517763995,7330.02447438872,197.74010818904216
kuzma,kuzmitch,29,20,20,4.472061040782152,1193895.1727488197,418.8202455388554
piece,evidence,159,203,20,4.4679669787997645,21414.379334503166,241.77902221824817
fifteen,year,142,871,20,4.456160885620596,5558.965380361041,188.46580731849923
good,sir,1595,251,20,4.420426416420568,1689.9453736568414,139.10774249294252
way,look,1198,2970,20,4.01256823007124,156.67883635730854,55.39451441894722
fifty,thousand,102,614,20,4.464046769466785,11017.10968938193,216.8683253447623
chapter,iv,172,45,20,4.471136237684259,89428.01480678906,298.6654251106683
year,age,871,157,20,4.45447337829183,5024.0467547335365,181.9840895793813
face,pale,1410,238,20,4.428791622095847,2023.7327892435153,146.12506756532545
time,seem,2625,1349,20,4.0147555960576655,157.59981781373065,55.418360294896004
dead,man,220,2546,20,4.399789486956077,1196.634333785838,127.43081276453132
begin,tell,1745,2482,20,3.912721786109825,122.3881789484568,48.32911359098332
hay,market,29,45,20,4.471967398010369,530597.8551599401,386.3832968294861
hand,look,1662,2970,20,3.834572049464604,103.13951388496157,43.79908159592515
receive,letter,349,544,20,4.447613690061946,3607.5182291815054,169.61706973727348
begin,prince,1745,1984,20,4.024965241430976,162.01898744791248,56.29338940523755
something,strange,1444,548,20,4.369928163239886,835.563745449648,112.32449145870933
produce,effect,60,117,20,4.4712292346438245,98604.22057919324,307.70990256831845
corner,room,304,1129,20,4.4278053376746875,1977.8268013332504,146.27400660415813
great,friend,1202,606,20,4.378052480957404,911.0948231578358,115.61985137987077
begin,listen,1745,702,20,4.313913252920366,526.0039632011494,95.29407257131498
poor,fellow,422,375,20,4.451695998261944,4335.967555605097,176.66257235955945
try,something,630,1444,20,4.354634296589713,721.729370301605,107.22653420522026
feel,sure,533,357,19,4.33368331047527,3246.5438075303678,158.69290639565492
strange,thing,548,1295,19,4.2648563110067155,843.0645541271081,109.23483181654933
idea,strike,798,344,19,4.322521197659319,2238.799901358844,144.634295627841
father,iosif,1140,19,19,4.356028606448706,28815.44584484265,240.71376793568973
great,man,1202,2546,19,3.953355562199453,167.98528290158515,56.02443236880959
von,sohn,74,19,19,4.358712623413651,444460.8386499885,349.65071950930826
old,fellow,1356,375,19,4.291513605993795,1191.3308271549129,121.28955772882348
much,money,1227,993,19,4.197437711474145,475.6385631524548,88.91890037803553
question,ask,897,1621,19,4.1662130555354615,392.65383427264976,82.56902084792239
seize,hand,202,1662,19,4.314409513722408,1823.7390214960521,138.41697170233806
catch,hold,309,550,19,4.3363775313163035,3639.446600451685,163.466602399368
understand,word,1051,1439,19,4.158480372710416,376.104172622664,81.08544300191932
mean,nothing,1062,1567,19,4.13836879797531,338.50666045125064,77.620700776127
man,stand,2546,1039,19,4.008350213745724,199.7835478379979,60.95431416885519
speak,truth,1198,328,19,4.306826841127654,1552.6962703666152,130.9888643071955
little,bag,1465,67,19,4.345891651884992,6329.183853498585,183.3090726069691
great,idea,1202,798,19,4.2317883314785,614.1053260793686,97.71963760744681
exchange,glance,58,252,19,4.356962062334016,42720.996264234855,262.37264548925776
cry,stepanovitch,1704,509,19,4.2439614231344605,683.0583928659665,101.35589285960772
read,book,561,232,19,4.341651477557583,4763.886646554159,173.02392357282358
day,hour,1711,508,19,4.243716000036847,681.5241534902192,101.27612726589068
stand,middle,1039,123,19,4.341963557144452,4852.371447907705,173.41617125103085
lame,man,46,2546,19,4.343378980527614,5298.361290443566,185.5462391719875
way,home,1198,469,19,4.284442187346447,1074.6356970530776,117.59257037752538
fall,asleep,272,134,19,4.354068932168188,17108.78811893972,221.99318898831544
read,aloud,561,149,19,4.347821907198084,7438.694325625328,189.79800764365172
little,finger,1465,192,19,4.321624316706483,2184.024556820721,143.5113975993139
great,importance,1202,70,19,4.347748889851009,7389.7330088980625,189.20175451251842
minute,pass,677,521,19,4.312157637535713,1734.0643711064895,135.27756629937463
young,officer,776,165,19,4.341931355301731,4843.090564188641,173.4628083795937
little,face,1465,1410,19,4.085163402727087,265.744617796488,69.78073763828253
want,something,1315,1444,18,3.9841124737381923,260.49025941975225,67.13778744244487
time,pass,2625,521,18,4.05643967818481,374.9248849910206,78.23319919582761
cry,lebedeff,1704,375,18,4.155641367342937,842.1636984031309,104.8547795960562
raise,voice,265,588,18,4.221425923414198,3563.8252395807726,156.1558961104544
cry,ivanovna,1704,635,18,4.095321838964668,483.0076537438627,86.4001858752278
dear,sir,480,251,18,4.226237435090092,4619.7032584431045,164.81419153140013
grow,pale,343,238,18,4.231526285756809,6835.090396197944,179.06012460894783
answer,alyosha,818,1239,18,4.104653230793825,518.0236523347106,88.8725547915112
fresh,air,75,292,18,4.23965902029127,25576.37538986703,230.10994174496068
look,alyosha,2970,1239,18,3.7416348860353987,118.55402695341421,45.24388041922966
win,tell,639,2482,18,4.026708375434387,318.58034220771117,73.50092508758598
ivan,cry,797,1704,18,4.057738132821284,377.79949621794157,78.73593044282647
cry,razumihin,1704,344,18,4.162833311111115,921.236767947869,107.90062329511778
begin,cry,1745,1704,18,3.837803852426673,154.35538343338015,52.1681632994284
little,boy,1465,461,18,4.150690302767557,794.9198911540987,102.9337258866597
man,face,2546,1410,18,3.753884226880905,122.32225838124884,46.045918589514486
counsel,defense,41,49,18,4.242367163436295,279162.977765739,320.78481701980655
little,room,1465,1129,18,4.017452001798025,304.08225737689395,71.80608974960492
fail,understand,105,1051,18,4.227615945438661,5046.848792833731,170.54132100279602
father,mother,1140,762,18,4.124370625924733,610.2064603409527,94.15258266944909
spend,time,216,2625,18,4.165444107599426,953.5880887777488,110.38149518177424
use,word,663,1439,18,4.11274661821809,552.4727211858893,91.06986948157667
stretch,hand,72,1662,18,4.226348532812999,4651.449988182732,169.27533849941906
little,house,1465,888,18,4.065521508584937,395.9161241891164,80.0471527288598
want,ask,1315,1621,18,3.9524230736215347,228.3701504348962,63.240691945868775
try,persuade,630,125,18,4.23191893996375,7086.721602806433,179.9116490023648
clap,hand,23,1662,18,4.237436248938111,14637.562184155595,226.07250021965032
present,moment,405,1301,18,4.170903008579759,1028.8430197610273,112.27130319313449
whole,hour,889,508,18,4.181154088053813,1206.2799970137423,117.30657048037003
fly,rage,248,104,18,4.239129127720738,21711.484811436145,220.85460767096242
open,mouth,682,93,17,4.114219875132996,7854.261245092649,175.25581126354936
